table	ID	SkillGroupID	SkillLevel	SkillType	SkillName	Cooldown	MPCon	TotalDamage	DamAttCoeff	DamArmCoeff	DamMHPCoeff	DamTargetMHPCoeff	DamTargetHPCoeff	BuffSet1	BuffSet2	BuffSet3	SkillDesc
ChPCSkillInfo	1001101000101					0.0	0	0	1.0	0.0	0.0						Jinwoo s'accroupit et tournoie rapidement, puis il charge l'ennemi et le taillade.
ChPCSkillInfo	1001101100001					0.0	0	0	1.0	0.0	0.0						Appuyez sur le bouton d'attaque de base après une Ruée pour utiliser une Attaque de combo de ruée.
ChPCSkillInfo	1001101101001					6.0	50	0	0.949999988079071	0.0	0.0						Jinwoo lance vers l'avant une dague qui tournoie sur place pendant un certain temps.
ChPCSkillInfo	1001101102001					6.0	50	0	0.949999988079071	0.0	0.0						Jinwoo lance vers l'avant une dague qui tournoie sur place pendant un certain temps.
ChPCSkillInfo	1001101200001					24.0	200	0	1.5	0.0	0.0						Lorsque cette compétence touche sa cible, sa portée est augmentée et Jinwoo utilise à nouveau cette compétence.
ChPCSkillInfo	1001101201001					24.0	200	0	1.5	0.0	0.0						Lorsque cette compétence touche sa cible, sa portée est augmentée et Jinwoo utilise à nouveau cette compétence.
ChPCSkillInfo	1001101202001					24.0	200	0	1.5	0.0	0.0						Lorsque cette compétence touche sa cible, sa portée est augmentée et Jinwoo utilise à nouveau cette compétence.
ChPCSkillInfo	1001101300001					24.0	200	0	3.2799999713897705	0.0	0.0						Jinwoo s'accroupit en concentrant l'énergie de la flamme, puis il tournoie rapidement avant de charger l'ennemi et de le taillader.
ChPCSkillInfo	1001101301001					24.0	200	0	3.2799999713897705	0.0	0.0						Jinwoo s'accroupit en concentrant l'énergie de la flamme, puis il tournoie rapidement avant de charger l'ennemi et de le taillader.
ChPCSkillInfo	1001101302001					24.0	200	0	3.2799999713897705	0.0	0.0						Jinwoo s'accroupit en concentrant l'énergie de la flamme, puis il tournoie rapidement avant de charger l'ennemi et de le taillader.
ChPCSkillInfo	1001101400001					24.0	200	0	3.880000114440918	0.0	0.0						Jinwoo tournoie rapidement vers l'avant, puis il s'accroupit et charge sa cible pour la taillader.
ChPCSkillInfo	1001101401001					24.0	200	0	3.880000114440918	0.0	0.0						Jinwoo tournoie rapidement vers l'avant, puis il s'accroupit et charge sa cible pour la taillader.
ChPCSkillInfo	1001101402001					24.0	200	0	3.880000114440918	0.0	0.0						Jinwoo tournoie rapidement vers l'avant, puis il s'accroupit et charge sa cible pour la taillader.
ChPCSkillInfo	1001105000001					24.0	200	0	3.75	0.0	0.0						Après avoir chargé, Jinwoo poignarde l'ennemi devant lui en continu avec ses doubles dagues.
ChPCSkillInfo	1001105100001					24.0	200	0	3.690000057220459	0.0	0.0						Sans se déplacer, Jinwoo poignarde l'ennemi devant lui en continu avec ses doubles dagues.
ChPCSkillInfo	1001105101001					24.0	200	0	3.690000057220459	0.0	0.0						Sans se déplacer, Jinwoo poignarde l'ennemi devant lui en continu avec ses doubles dagues.
ChPCSkillInfo	1001105102001					24.0	200	0	3.690000057220459	0.0	0.0						Sans se déplacer, Jinwoo poignarde l'ennemi devant lui en continu avec ses doubles dagues.
ChPCSkillInfo	1001105200001					18.0	150	0	2.5199999809265137	0.0	0.0						Après avoir rassemblé toute son énergie dans sa dague, Jinwoo assène une frappe précise et létale au noyau de sa cible.
ChPCSkillInfo	1001105201001					18.0	150	0	2.5199999809265137	0.0	0.0						L'utilisateur frappe à plusieurs reprises les points vitaux de l'ennemi avec une vitesse fulgurante.
ChPCSkillInfo	1001105200101					18.0	150	0	2.880000114440918	0.0	0.0						L'utilisateur frappe à plusieurs reprises les points vitaux de l'ennemi avec une vitesse fulgurante.
ChPCSkillInfo	1001105202001					18.0	150	0	2.5199999809265137	0.0	0.0						Après avoir rassemblé toute son énergie dans sa dague, Jinwoo assène une frappe précise et létale au noyau de sa cible.
ChPCSkillInfo	1001105300001					24.0	200	0	3.9100000858306885	0.0	0.0						Jinwoo poignarde rapidement l'ennemi une fois, puis continuellement.
ChPCSkillInfo	1001105301001					24.0	200	0	3.9100000858306885	0.0	0.0						Jinwoo poignarde rapidement l'ennemi une fois, puis continuellement.
ChPCSkillInfo	1001105302001					24.0	200	0	3.9100000858306885	0.0	0.0						Jinwoo poignarde rapidement l'ennemi une fois, puis continuellement.
ChPCSkillInfo	1001121400001					24.0	200	0	4.139999866485596	0.0	0.0						Jinwoo concentre toute son énergie dans sa dague, focalisant sa puissance en un point unique pour transpercer les points vitaux de la cible.
ChPCSkillInfo	1001121400101					24.0	200	0	4.539999961853027	0.0	0.0						L'utilisateur canalise de l'énergie avant de la libérer dans une puissante décharge, infligeant des dégâts à tous les ennemis proches.\n\nLorsque l'utilisateur attaque par-derrière avec <color=#FAC800>[Lésion interne]</color>, il active la compétence <color=#FAC800>[Perce-tempête]</color>.
ChPCSkillInfo	1001121401001					24.0	200	0	4.139999866485596	0.0	0.0						L'utilisateur canalise de l'énergie avant de la libérer dans une puissante décharge, infligeant des dégâts à tous les ennemis proches.\n\nLorsque l'utilisateur attaque par-derrière avec <color=#FAC800>[Lésion interne]</color>, il active la compétence <color=#FAC800>[Perce-tempête]</color>.
ChPCSkillInfo	1001121402001					24.0	200	0	4.139999866485596	0.0	0.0						Jinwoo inflige un coup redoutable après avoir accumulé une puissante énergie d'eau dans la dague.
ChPCSkillInfo	1001107000001					0.0	0	0	2.380000114440918	0.0	0.0						Jinwoo enchaîne des attaques mêlant coups de dague et coups de pied, assaillant sans relâche son adversaire.
ChPCSkillInfo	1001108000001					0.0	0	0	2.5799999237060547	0.0	0.0						
ChPCSkillInfo	1001109000001					0.0	0	0	2.240000009536743	0.0	0.0						
ChPCSkillInfo	1001110000001					0.0	0	0	1.7400000095367432	0.0	0.0						
ChPCSkillInfo	1001110010001					0.0	0	0	4.570000171661377	0.0	0.0						
ChPCSkillInfo	1001110020001					0.0	0	0	2.2699999809265137	0.0	0.0						
ChPCSkillInfo	1001111000001					0.0	0	0	4.340000152587891	0.0	0.0						Jinwoo effectue une esquive en diagonale pour éviter les ennemis, puis fond sur eux telle une ombre, enchaînant plusieurs attaques. Enfin, il frappe une dernière fois, avec une puissance fulgurante.\n--- [Aussi rapide que l'extinction d'une étoile, seul un silence pesant subsiste.]
ChPCSkillInfo	1001112000001					16.0	0	0	8.630000114440918	0.0	0.0						Jinwoo fend ses ennemis avec sa lame, tel le vent, puis assène un unique coup qui scinde le champ de bataille en deux.\n--- [Là où sa lame passe, rien ne survit.]
ChPCSkillInfo	1001113000001					16.0	0	0	8.229999542236328	0.0	0.0						Jinwoo fait un pas en arrière et disparaît dans les ombres. Il invoque alors des soldats de l'ombre pour semer le chaos sur le champ de bataille, puis lance un assaut de ténèbres par-derrière, fauchant toutes les cibles à sa portée.\n---[Chacun de ses pas invoque les ténèbres, et au bout de sa marche attend le trépas de l'ennemi.]
ChPCSkillInfo	1001114000001					16.0	0	0	6.869999885559082	0.0	0.0						Après avoir disparu dans les ténèbres, Jinwoo fait converger des dizaines de dagues vers un point unique, provoquant une explosion et infligeant un puissant effet de Paralysie.\n--- [Les dagues convergent, provoquant un véritable carnage].
ChPCSkillInfo	1001121000001					0.0	0	0	3.0	0.0	0.0						Appuyez sur le bouton d'attaque de base après une Ruée pour utiliser une Attaque de combo de ruée.
ChPCSkillInfo	1001122000001					0.0	0	0	3.0	0.0	0.0						Appuyez sur le bouton d'attaque de base après une Ruée arrière pour utiliser une Attaque de combo de ruée arrière.
ChPCSkillInfo	1001123000001					0.0	0	0	4.0	0.0	0.0						Appuyez sur le bouton d'attaque de base après avoir dévié pour utiliser une Déviation d'attaque de combo.
ChPCSkillInfo	1001501000101					35.0	0	0	5.920000076293945	0.0	0.0			[1300045015]	[10132]		
ChPCSkillInfo	1001505000201					30.0	0	0	5.449999809265137	0.0	0.0			[1200258921]	[1200258909]		Lorsque les PV d'un monstre normal tombent en dessous de la moitié de leur maximum, Jinwoo concentre l'énergie de ses ombres et anéantit les ennemis les plus faibles.
ChPCSkillInfo	1001506000201					60.0	0	0	3.3499999046325684	0.0	0.0						Lorsque Jinwoo utilise <color=#64FAC8>[Dévier]</color>, il déclenche un coup de pied tournoyant dévastateur, infligeant l'effet Déséquilibre à l'ennemi.
ChPCSkillInfo	1001115000001					0.0	0	0	17.100000381469727	0.0	0.0						
ChPCSkillInfo	1001115000101					0.0	0	0	15.130000114440918	0.0	0.0						
ChPCSkillInfo	1001115000201					0.0	0	0	17.100000381469727	0.0	0.0						En concentrant la puissance des ombres dans sa main droite, Jinwoo porte un coup descendant qui plonge les lieux dans une obscurité dévastatrice.\n--- [Le temps se fige, et la lumière s'efface pour toujours.]
ChPCSkillInfo	1001116000001					1.0	0	0	0.009999999776482582	0.0	0.0						
ChPCSkillInfo	1001401000101					0.0	0	0	0.0	0.0	0.0			[1000000111]			
ChPCSkillInfo	1001402000201					0.0	0	0	0.0	0.0	0.0			[1000000111]			
ChPCSkillInfo	1001403000301					0.0	0	0	0.0	0.0	0.0			[10142]			
ChPCSkillInfo	1001117000001					0.0	0	0	5.0	0.0	0.0						
ChPCSkillInfo	1001117000101					0.0	0	0	0.0	0.0	0.0						
ChPCSkillInfo	1001015000101					0.0	0	0	1.0	0.0	0.0						
ChPCSkillInfo	1008107000001					0.0	0	0	2.380000114440918	0.0	0.0						
ChPCSkillInfo	1008108000001					0.0	0	0	2.5799999237060547	0.0	0.0						
ChPCSkillInfo	1008109000001					0.0	0	0	2.240000009536743	0.0	0.0						
ChPCSkillInfo	1008110000001					0.0	0	0	1.7400000095367432	0.0	0.0						
ChPCSkillInfo	1008110010001					0.0	0	0	4.570000171661377	0.0	0.0						
ChPCSkillInfo	1008110020001					0.0	0	0	2.2699999809265137	0.0	0.0						
ChPCSkillInfo	1008111000001					0.0	0	0	4.340000152587891	0.0	0.0						
ChPCSkillInfo	1008112000001					16.0	0	0	8.630000114440918	0.0	0.0						
ChPCSkillInfo	1008113000001					16.0	0	0	8.229999542236328	0.0	0.0						
ChPCSkillInfo	1008114000001					16.0	0	0	6.869999885559082	0.0	0.0						
ChPCSkillInfo	1008121000001					0.0	0	0	3.0	0.0	0.0						Appuyez sur le bouton d'attaque de base après une Ruée pour utiliser une Attaque de combo de ruée.
ChPCSkillInfo	1008122000001					0.0	0	0	3.0	0.0	0.0						Appuyez sur le bouton d'attaque de base après une Ruée arrière pour utiliser une Attaque de combo de ruée arrière.
ChPCSkillInfo	1008123000001					0.0	0	0	4.0	0.0	0.0						Appuyez sur le bouton d'attaque de base après avoir dévié pour utiliser une Déviation d'attaque de combo.
ChPCSkillInfo	1008505000001					30.0	0	0	5.449999809265137	0.0	0.0			[1200258921]	[1200258909]		Lorsque les PV d'un monstre normal tombent en dessous de la moitié de leur maximum, Jinwoo concentre l'énergie de ses ombres et anéantit les ennemis les plus faibles.
ChPCSkillInfo	1008501000001					35.0	0	0	5.920000076293945	0.0	0.0			[1300045015]	[10132]		Lorsque Jinwoo utilise <color=#64FAC8>[Évasion extrême]</color>, il trouve une faille dans la défense ennemie et se place dans son dos pour lui tendre un piège.
ChPCSkillInfo	1008115000001					30.0	0	0	68.4000015258789	0.0	0.0						
ChPCSkillInfo	1008117000001					0.0	0	0	0.009999999776482582	0.0	0.0						
ChPCSkillInfo	1008118000001					100000000.0	0	0	0.0	0.0	0.0						
ChPCSkillInfo	1008119000001					100000000.0	0	0	0.0	0.0	0.0						
ChPCSkillInfo	1001118099901					0.0	0	0	0.0	0.0	0.0						
ChPCSkillInfo	1001119099901					0.0	0	0	0.0	0.0	0.0						
ChPCSkillInfo	1001106000001					0.0	0	0	1.6699999570846558	0.0	0.0						Jinwoo met(effectue) un coup de pied circulaire vers l'arrière après avoir fait une entaille.
ChPCSkillInfo	1001102000001					18.0	150	0	2.559999942779541	0.0	0.0						Jinwoo fonce sur l'ennemi et lui assène une violente entaille ascendante avec sa dague.
ChPCSkillInfo	1001102000101					18.0	150	0	2.7100000381469727	0.0	0.0						Lorsque l'utilisateur frappe vers le haut, une énergie en forme d'épée jaillit et inflige des dégâts supplémentaires.
ChPCSkillInfo	1001102100001					33.0	275	0	4.860000133514404	0.0	0.0						Jinwoo concentre une énergie brûlante dans sa dague et invoque une épée de magie de feu.\n\nLa valeur de l'altération élémentaire <color=#E64B4B>[Embrasement]</color> de la cible augmente lorsque Jinwoo attaque.
ChPCSkillInfo	1001102101001					33.0	275	0	4.860000133514404	0.0	0.0						Jinwoo concentre une énergie brûlante dans sa dague et invoque une épée de magie de feu.\n\nLa valeur de l'altération élémentaire <color=#E64B4B>[Embrasement]</color> de la cible augmente lorsque Jinwoo attaque.
ChPCSkillInfo	1001102102001					33.0	275	0	4.860000133514404	0.0	0.0						Jinwoo concentre une énergie brûlante dans sa dague et invoque une épée de magie de feu.\n\nLa valeur de l'altération élémentaire <color=#E64B4B>[Embrasement]</color> de la cible augmente lorsque Jinwoo attaque.
ChPCSkillInfo	1001102200001					22.0	183	0	3.2899999618530273	0.0	0.0						Jinwoo se téléporte vers l'avant et inflige d'importants dégâts de zone.
ChPCSkillInfo	1001102201001					22.0	183	0	3.2899999618530273	0.0	0.0						Jinwoo se téléporte vers l'avant et inflige d'importants dégâts de zone.
ChPCSkillInfo	1001102202001					22.0	183	0	3.2899999618530273	0.0	0.0						 
ChPCSkillInfo	1001102300001					22.0	183	0	3.0999999046325684	0.0	0.0			[1200209999]			Jinwoo concentre l'énergie des ténèbres et effectue une Ruée acérée.
ChPCSkillInfo	1001102301001					22.0	183	0	3.0999999046325684	0.0	0.0			[1200209999]			Jinwoo concentre l'énergie des ténèbres et effectue une Ruée acérée.
ChPCSkillInfo	1001102302001					22.0	183	0	3.0999999046325684	0.0	0.0			[1200209999]			Jinwoo concentre l'énergie des ténèbres et effectue une Ruée acérée.
ChPCSkillInfo	1001120400001					22.0	183	0	3.490000009536743	0.0	0.0						Jinwoo fond sur l'ennemi et enchaîne les estocs avec sa dague, avant de se placer derrière la cible pour conclure avec une entaille ascendante.
ChPCSkillInfo	1001120401001					22.0	183	0	3.490000009536743	0.0	0.0						Jinwoo fond sur l'ennemi et enchaîne les estocs avec sa dague, avant de se placer derrière la cible pour conclure avec une entaille ascendante.
ChPCSkillInfo	1001120402001					22.0	183	0	3.490000009536743	0.0	0.0						Jinwoo fond sur l'ennemi et enchaîne les estocs avec sa dague, avant de se placer derrière la cible pour conclure avec une entaille ascendante.
ChPCSkillInfo	1001103000001					0.0	0	0	0.0	0.0	0.0						Jinwoo fonce en avant et enchaîne deux coups de poing.
ChPCSkillInfo	1001103100001					20.0	166	0	2.0399999618530273	0.0	0.0						Jinwoo frappe vers le bas à la vitesse de l'éclair et assène une série de coups de poing, suivie d'un coup de pied circulaire qui projette les ennemis dans les airs.
ChPCSkillInfo	1001103101001					20.0	166	0	2.0399999618530273	0.0	0.0			[90000057]			L'utilisateur enchaîne deux coups de pied circulaires.\n\nIl obtient un <color=#64FAC8>[Bouclier]</color> pendant l'utilisation de cette compétence.
ChPCSkillInfo	1001103102001					20.0	166	0	2.0399999618530273	0.0	0.0						Jinwoo frappe vers le bas à la vitesse de l'éclair et assène une série de coups de poing, suivie d'un coup de pied circulaire qui projette les ennemis dans les airs.
ChPCSkillInfo	1001103200001					25.0	208	0	2.700000047683716	0.0	0.0						Jinwoo fonce en avant et après avoir projeté l'ennemi dans les airs avec un coup de pied, il lui assène une série de coups de poing. Ensuite, il lui lance un puissant coup de poing qui provoque une explosion.
ChPCSkillInfo	1001103201001					25.0	208	0	2.700000047683716	0.0	0.0						Jinwoo fonce en avant et après avoir projeté l'ennemi dans les airs avec un coup de pied, il lui assène une série de coups de poing. Ensuite, il lui lance un puissant coup de poing qui provoque une explosion.
ChPCSkillInfo	1001103202001					25.0	208	0	2.700000047683716	0.0	0.0						Jinwoo fonce en avant et après avoir projeté l'ennemi dans les airs avec un coup de pied, il lui assène une série de coups de poing. Ensuite, il lui lance un puissant coup de poing qui provoque une explosion.
ChPCSkillInfo	1001103300001					25.0	208	0	2.5199999809265137	0.0	0.0			[1200209999]			Des clones apparaissent tandis que Jinwoo avance et attaque en continu.
ChPCSkillInfo	1001103301001					25.0	208	0	2.5199999809265137	0.0	0.0			[1200209999]			Des clones apparaissent tandis que Jinwoo avance et attaque en continu.
ChPCSkillInfo	1001103302001					25.0	208	0	2.5199999809265137	0.0	0.0			[1200209999]			Des clones apparaissent tandis que Jinwoo avance et attaque en continu.
ChPCSkillInfo	1001103400001					28.0	233	0	4.96999979019165	0.0	0.0						Jinwoo enchaîne sans relâche les coups de poing, acculant violemment l'ennemi face à lui.
ChPCSkillInfo	1001103401001					28.0	233	0	0.0	0.0	0.0			[90000058]			Avancez sans relâche pour submerger l'ennemi.\n\nMaintenez le bouton enfoncé pour prolonger l'effet de la compétence. L'effet <color=#64FAC8>[Dégâts subis réduits]</color> s'applique pendant l'utilisation de cette compétence.
ChPCSkillInfo	1001103411001					0.0	233	0	4.730000019073486	0.0	0.0			[90000058]			Avancez sans relâche pour submerger l'ennemi.\n\nMaintenez le bouton enfoncé pour prolonger l'effet de la compétence. L'effet <color=#64FAC8>[Dégâts subis réduits]</color> s'applique pendant l'utilisation de cette compétence.
ChPCSkillInfo	1001103421001					0.0	233	0	1.1799999475479126	0.0	0.0			[90000058]			Avancez sans relâche pour submerger l'ennemi.\n\nMaintenez le bouton enfoncé pour prolonger l'effet de la compétence. L'effet <color=#64FAC8>[Dégâts subis réduits]</color> s'applique pendant l'utilisation de cette compétence.
ChPCSkillInfo	1001103402001					28.0	233	0	4.96999979019165	0.0	0.0						Jinwoo enchaîne sans relâche les coups de poing, acculant violemment l'ennemi face à lui.
ChPCSkillInfo	1001104000001					0.0	0	0	1.0	0.0	0.0						Appuyez sur le bouton d'attaque de base après une Ruée arrière pour utiliser une Attaque de combo de ruée arrière.
ChPCSkillInfo	1001104100001					24.0	200	0	4.309999942779541	0.0	0.0						Jinwoo lance une volée de dagues magiques de feu en éventail, infligeant de puissants dégâts de feu aux ennemis devant lui. \n\nCette attaque augmente la valeur du débuff <color=#E64B4B>[Feu]</color> de la cible.
ChPCSkillInfo	1001104101001					24.0	200	0	4.579999923706055	0.0	0.0						Après avoir lancé sa dague, l'utilisateur recule d'un pas et en envoie une nouvelle salve.\n\nLa valeur de l'effet d'altération élémentaire <color=#E64B4B>[Embrasement]</color> de la cible augmente lorsque l'utilisateur attaque.
ChPCSkillInfo	1001104102001					24.0	200	0	4.309999942779541	0.0	0.0						Jinwoo lance une volée de dagues magiques de feu en éventail, infligeant de puissants dégâts de feu aux ennemis devant lui. \n\nCette attaque augmente la valeur du débuff <color=#E64B4B>[Feu]</color> de la cible.
ChPCSkillInfo	1001104200001					24.0	200	0	2.7300000190734863	0.0	0.0						Jinwoo lance une dague imprégnée de l'énergie de la foudre, qui crée un champ électrique sur son chemin.
ChPCSkillInfo	1001104201001					24.0	200	0	2.7300000190734863	0.0	0.0						Jinwoo lance une dague imprégnée de l'énergie de la foudre, qui crée un champ électrique sur son chemin.
ChPCSkillInfo	1001104202001					24.0	200	0	2.7300000190734863	0.0	0.0						Jinwoo lance une dague imprégnée de l'énergie de la foudre, qui crée un champ électrique sur son chemin.
ChPCSkillInfo	1001104300001					24.0	200	0	2.759999990463257	0.0	0.0						Jinwoo saute en l'air et lance plusieurs dagues en reculant.
ChPCSkillInfo	1001104301001					24.0	200	0	2.759999990463257	0.0	0.0						Jinwoo saute en l'air et lance plusieurs dagues en reculant.
ChPCSkillInfo	1001104302001					24.0	200	0	2.759999990463257	0.0	0.0						Jinwoo saute en l'air et lance plusieurs dagues en reculant.
ChPCSkillInfo	1001104400001					24.0	200	0	3.200000047683716	0.0	0.0						Lorsque Jinwoo lève sa dague, elle crée une zone où s'abattent plusieurs dagues.
ChPCSkillInfo	1001104401001					24.0	200	0	3.200000047683716	0.0	0.0						Lorsque Jinwoo lève sa dague, elle crée une zone où s'abattent plusieurs dagues.
ChPCSkillInfo	1001104402001					24.0	200	0	3.200000047683716	0.0	0.0						Lorsque Jinwoo lève sa dague, elle crée une zone où s'abattent plusieurs dagues.
ChPCSkillInfo	1001201000001					24.0	200	0	4.019999980926514	0.0	0.0						Jinwoo effectue plusieurs entailles rapides devant lui en se cachant.
ChPCSkillInfo	1001201100001					24.0	200	0	2.7100000381469727	0.0	0.0			[1200191001]			Jinwoo tranche rapidement devant lui avec une lame imprégnée de givre.\n\nAttaquer augmente la valeur de l'altération élémentaire <color=#4B96FA>[Glace gelée]</color> de la cible.
ChPCSkillInfo	1001201101001					24.0	200	0	2.7100000381469727	0.0	0.0			[1200191001]			L'utilisateur fond sur l'ennemi depuis son angle mort pour porter un coup fatal.\n\nCette attaque augmente la valeur du débuff <color=#4B96FA>[Eau]</color> sur la cible.\nSi la dernière attaque touche la cible, la valeur du débuff <color=#4B96FA>[Eau]</color> augmente encore davantage.
ChPCSkillInfo	1001201102001					24.0	200	0	2.7100000381469727	0.0	0.0			[1200191001]			Jinwoo tranche rapidement devant lui avec une lame imprégnée de givre.\n\nAttaquer augmente la valeur de l'altération élémentaire <color=#4B96FA>[Glace gelée]</color> de la cible.
ChPCSkillInfo	1001201200001					24.0	100	0	3.9700000286102295	0.0	0.0			[1200191001]			En se cachant, Jinwoo invoque plusieurs ombres qui frappent rapidement l'ennemi.
ChPCSkillInfo	1001201201001					24.0	100	0	3.9700000286102295	0.0	0.0			[1200191001]			En se cachant, Jinwoo invoque plusieurs ombres qui frappent rapidement l'ennemi.
ChPCSkillInfo	1001201202001					24.0	100	0	3.9700000286102295	0.0	0.0			[1200191001]			En se cachant, Jinwoo invoque plusieurs ombres qui frappent rapidement l'ennemi.
ChPCSkillInfo	1001201300001					22.0	183	0	3.3299999237060547	0.0	0.0			[1200191001]			Après avoir effectué une entaille, Jinwoo disparaît et inflige un énorme coup d'épée qui frappe l'ennemi comme un éclair.
ChPCSkillInfo	1001201301001					22.0	183	0	3.3299999237060547	0.0	0.0			[1200191001]			Après avoir effectué une entaille, Jinwoo disparaît et inflige un énorme coup d'épée qui frappe l'ennemi comme un éclair.
ChPCSkillInfo	1001201302001					22.0	183	0	3.3299999237060547	0.0	0.0			[1200191001]			Après avoir effectué une entaille, Jinwoo disparaît et inflige un énorme coup d'épée qui frappe l'ennemi comme un éclair.
ChPCSkillInfo	1001201400001					24.0	200	0	1.0299999713897705	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001201401001					24.0	200	0	1.0299999713897705	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001201402001					24.0	200	0	1.0299999713897705	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001201410001					0.0	200	0	2.069999933242798	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001201411001					0.0	200	0	2.069999933242798	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001201412001					0.0	200	0	2.069999933242798	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001201420001					0.0	200	0	2.069999933242798	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001201421001					0.0	200	0	2.069999933242798	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001201422001					0.0	200	0	2.069999933242798	0.0	0.0			[1200191001]			En se cachant, Jinwoo inflige plusieurs entailles avec des illusions et des éclairs, puis il frappe.
ChPCSkillInfo	1001202000001					24.0	200	0	3.559999942779541	0.0	0.0						Jinwoo effectue une attaque tournoyante en avançant. Ensuite, il saute dans les airs et frappe le sol de toutes ses forces.
ChPCSkillInfo	1001202100001					24.0	200	0	3.490000009536743	0.0	0.0						Jinwoo tournoie à l'horizontale et après avoir attaqué, il saute et frappe le sol.
ChPCSkillInfo	1001202101001					24.0	200	0	3.490000009536743	0.0	0.0						Jinwoo tournoie à l'horizontale et après avoir attaqué, il saute et frappe le sol.
ChPCSkillInfo	1001202102001					24.0	200	0	3.490000009536743	0.0	0.0						Jinwoo tournoie à l'horizontale et après avoir attaqué, il saute et frappe le sol.
ChPCSkillInfo	1001202200001					8.0	80	0	3.6600000858306885	0.0	0.0						Jinwoo avance en effectuant 3 attaques tournoyantes.
ChPCSkillInfo	1001202201001					8.0	80	0	3.6600000858306885	0.0	0.0						Jinwoo avance en effectuant 3 attaques tournoyantes.
ChPCSkillInfo	1001202202001					8.0	80	0	3.6600000858306885	0.0	0.0						Jinwoo avance en effectuant 3 attaques tournoyantes.
ChPCSkillInfo	1001202300001					24.0	200	0	3.880000114440918	0.0	0.0						Jinwoo effectue une attaque tournoyante en avançant. Ensuite, il tournoie à l'horizontale et frappe le sol, ce qui provoque 3 explosions.
ChPCSkillInfo	1001202301001					24.0	200	0	3.880000114440918	0.0	0.0						Jinwoo effectue une attaque tournoyante en avançant. Ensuite, il tournoie à l'horizontale et frappe le sol, ce qui provoque 3 explosions.
